,id,price,beds,baths,garage,stories,house_type,lot_sqft,sqft,year_built,address,postal_code,state,city,tags,lat,lon,county,basement,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_gym,community_outdoor_space,community_park,community_security_features,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,efficient,elevator,ensuite,family_room,farm,fenced_yard,fireplace,first_floor_master_bedroom,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hoa,investment_opportunity,lake,laundry_room,master_bathroom,master_bedroom,master_suite,medicalcare,modern_kitchen,new_construction,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,private_bathroom,private_parking,ranch,recreation_facilities,rental_property,shopping,single_story,solar_panels,solar_system,spa_or_hot_tub,swimming_pool,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,views,washer_dryer,water_view,white_kitchen
40,5947394575,414000,2.0,2,2.0,,condos,,1216.0,2008.0,1 Carriage City Plz Apt 1402,07065,NJ,Rahway,"['city_view', 'community_gym', 'community_outdoor_space', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'shopping']",40.606237,-74.275456,Union,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
41,6500509175,617500,3.0,3,3.0,,single_family,4356.0,,,120 W Scott Ave,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'forced_air', 'hardwood_floors', 'basement', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'open_floor_plan', 'floor_plan', 'master_suite', 'front_porch']",40.614176,-74.271064,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6867392379,340000,2.0,2,,2.0,multi_family,4356.0,,1942.0,753 Audrey Dr,07065,NJ,Rahway,"['community_outdoor_space', 'hardwood_floors', 'basement', 'two_or_more_stories', 'high_ceiling']",40.624866,-74.274338,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,6965039481,370000,4.0,2,1.0,,single_family,4356.0,,1955.0,1977 Beacon St,07065,NJ,Rahway,"['washer_dryer', 'basement', 'garage_1_or_more', 'shopping']",40.605855,-74.259061,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44,6571803998,299999,3.0,3,1.0,,single_family,6199.0,1152.0,,269 E Lake Ave,07065,NJ,Rahway,"['dining_room', 'recreation_facilities', 'basement', 'garage_1_or_more', 'swimming_pool']",40.598228,-74.27969,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,5030133479,472000,3.0,2,1.0,,single_family,4356.0,,1925.0,180 W Stearns St,07065,NJ,Rahway,"['central_air', 'den_or_office', 'dining_room', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'garage_1_or_more', 'master_bedroom', 'efficient']",40.602208,-74.285849,Union,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,6828422536,250000,2.0,1,,,single_family,4356.0,,1951.0,806 Main St,07065,NJ,Rahway,"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'basement', 'single_story', 'fixer_upper']",40.59704,-74.278283,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,5823844829,445000,4.0,3,,2.0,multi_family,4356.0,,1930.0,1966 Rutherford St,07065,NJ,Rahway,"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'basement', 'two_or_more_stories', 'fenced_yard', 'shopping']",40.608982,-74.264272,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
48,5011761369,449000,3.0,3,1.0,3.0,single_family,11827.0,1500.0,1920.0,736 Pierpont St,07065,NJ,Rahway,"['community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard', 'shopping']",40.602617,-74.28882,Union,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
49,6446185764,299000,2.0,1,,,condos,600.0,1100.0,1986.0,54 W Cherry St Apt 113,07065,NJ,Rahway,"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'pets_allowed', 'washer_dryer', 'basement', 'elevator']",40.606812,-74.277811,Union,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,5050517246,399900,2.0,2,,2.0,multi_family,5663.0,1388.0,1930.0,1484 Lawrence St,07065,NJ,Rahway,"['community_outdoor_space', 'basement', 'two_or_more_stories', 'rental_property', 'shopping']",40.60354,-74.269626,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
51,5653706297,269000,1.0,1,,,condos,927.0,,1986.0,1470 Campbell St Apt S106,07065,NJ,Rahway,"['central_air', 'community_security_features', 'dishwasher', 'forced_air', 'pets_allowed', 'washer_dryer', 'modern_kitchen', 'open_kitchen', 'elevator']",40.608765,-74.278427,Union,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,5592715891,399000,3.0,2,,,single_family,4356.0,,1952.0,642 W Meadow Ave,07065,NJ,Rahway,"['community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'pets_allowed', 'washer_dryer', 'basement', 'single_story', 'fenced_yard', 'solar_system', 'farm', 'ranch', 'solar_panels', 'new_roof', 'shopping']",40.602842,-74.295969,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
53,6871395364,949000,12.0,4,2.0,2.0,multi_family,11874.0,3840.0,1880.0,1645-165 Church St,07065,NJ,Rahway,"['community_outdoor_space', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'rental_property', 'big_lot', 'investment_opportunity', 'park', 'shopping']",40.613997,-74.28095,Union,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
54,6762480344,390000,2.0,2,2.0,,condos,,1216.0,2008.0,1 Carriage City Plz Apt 804,07065,NJ,Rahway,"['city_view', 'community_gym', 'community_outdoor_space', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'shopping']",40.605992,-74.275612,Union,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
55,6730258785,450000,3.0,3,,,single_family,4356.0,,1910.0,752 E Milton Ave,07065,NJ,Rahway,"['carport', 'central_air', 'forced_air', 'hardwood_floors', 'pets_allowed', 'basement', 'open_floor_plan', 'floor_plan', 'master_suite', 'ensuite', 'shopping']",40.605249,-74.260468,Union,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,6497942900,450000,3.0,2,2.0,,single_family,4356.0,,1932.0,114 Clarkson Ave,07065,NJ,Rahway,"['basement', 'garage_1_or_more', 'garage_2_or_more', 'rental_property']",40.598086,-74.283466,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6031678429,410000,2.0,2,2.0,,condos,,1216.0,2008.0,1 Carriage City Plz Apt 1013,07065,NJ,Rahway,"['city_view', 'community_gym', 'community_outdoor_space', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'shopping']",40.606106,-74.275552,Union,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
58,5119159186,565000,5.0,4,,3.0,multi_family,4356.0,,1895.0,1101 Jaques Ave,07065,NJ,Rahway,"['dining_room', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'fenced_yard', 'efficient']",40.604324,-74.28128,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,6512583340,329000,3.0,1,,,single_family,4356.0,1260.0,1841.0,623 W Grand Ave,07065,NJ,Rahway,"['hardwood_floors', 'washer_dryer', 'basement']",40.615326,-74.281663,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,5298002296,399900,3.0,2,,,single_family,4356.0,,1950.0,270 Orchard St,07065,NJ,Rahway,"['central_air', 'dishwasher', 'forced_air', 'basement', 'single_story', 'updated_kitchen', 'farm', 'ranch', 'shopping']",40.598937,-74.291486,Union,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
61,6237161093,549000,6.0,3,,,single_family,4356.0,,1910.0,1062 Bryant St,07065,NJ,Rahway,"['corner_lot', 'dining_room', 'dishwasher', 'hardwood_floors', 'basement', 'high_ceiling']",40.60517,-74.283646,Union,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6421025995,375000,3.0,1,,1.0,single_family,5249.0,1070.0,1952.0,521 Linden Ave,07065,NJ,Rahway,"['washer_dryer', 'single_story', 'farm', 'ranch']",40.620171,-74.273712,Union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,5254699271,335000,3.0,1,,,single_family,4356.0,,1962.0,131 Minna St,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'hardwood_floors', 'pets_allowed', 'recreation_facilities', 'washer_dryer', 'basement', 'farm', 'ranch', 'shopping']",40.598482,-74.288844,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
64,5831925976,418000,4.0,1,,2.0,single_family,6403.0,1690.0,1952.0,871 Pratt St,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'family_room', 'forced_air', 'laundry_room', 'basement', 'two_or_more_stories', 'cathedral_ceiling', 'open_floor_plan', 'floor_plan', 'fixer_upper']",40.610248,-74.296491,Union,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,5293153872,690000,5.0,3,2.0,2.0,single_family,8712.0,,,1143 Midwood Dr,07065,NJ,Rahway,"['community_outdoor_space', 'corner_lot', 'dining_room', 'family_room', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'private_backyard', 'master_suite', 'ensuite', 'new_roof', 'lake']",40.608706,-74.301139,Union,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
66,5724250726,425000,3.0,3,1.0,,townhomes,6720.0,,2005.0,123 Drift Way Unit 503,07065,NJ,Rahway,"['central_air', 'forced_air', 'basement', 'garage_1_or_more', 'two_or_more_stories', 'private_backyard', 'fenced_yard', 'no_hoa']",40.602909,-74.277917,Union,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,5894383696,379000,4.0,3,,1.0,single_family,2862.0,1530.0,1915.0,402 W Milton Ave,07065,NJ,Rahway,"['dining_room', 'dishwasher', 'family_room', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'shopping']",40.606734,-74.285895,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
68,6004770676,399000,3.0,2,1.0,,single_family,4356.0,,1956.0,328 W Inman Ave,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'family_room', 'fireplace', 'hardwood_floors', 'basement', 'garage_1_or_more', 'farm', 'ranch', 'park', 'playground', 'shopping']",40.599665,-74.292028,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5948885396,525000,4.0,3,1.0,2.0,single_family,4356.0,,1964.0,851 Rayhon Ter,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'corner_lot', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'white_kitchen', 'private_backyard', 'open_floor_plan', 'floor_plan', 'ensuite', 'shopping']",40.623245,-74.278127,Union,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
70,5539220890,259999,2.0,2,,,single_family,4356.0,,1900.0,512 Hamilton St,07065,NJ,Rahway,"['community_outdoor_space', 'dining_room', 'basement', 'investment_opportunity', 'shopping', 'fixer_upper']",40.612552,-74.282075,Union,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,9318658202,499500,4.0,2,1.0,3.0,multi_family,4356.0,,1900.0,1128 Bryant St,07065,NJ,Rahway,"['hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'shopping', 'fixer_upper']",40.605875,-74.282943,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
72,6336916763,450000,3.0,3,,2.0,single_family,4750.0,,1930.0,2149 Church St,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'swimming_pool']",40.61981,-74.275996,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
73,9747896687,400000,3.0,3,,2.0,single_family,8660.0,2481.0,1937.0,307 Grove St,07065,NJ,Rahway,"['corner_lot', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'rental_property', 'medicalcare', 'fixer_upper']",40.600915,-74.2904,Union,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74,6792811672,388000,2.0,2,,,condos,,,2008.0,1 Carriage City Plz Apt 1111,07065,NJ,Rahway,"['city_view', 'community_gym', 'community_outdoor_space', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'master_bedroom', 'views']",40.606517,-74.275443,Union,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
75,6733765481,240000,1.0,1,,,condos,840.0,,1989.0,139 Maple Ave Apt 204,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'forced_air', 'pets_allowed', 'washer_dryer', 'basement', 'private_parking', 'hoa']",40.605105,-74.282217,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,6046845667,385000,2.0,2,2.0,,condos,,1216.0,2008.0,1 Carriage City Plz Apt 1120,07065,NJ,Rahway,"['city_view', 'community_gym', 'community_outdoor_space', 'dishwasher', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'shopping']",40.606398,-74.275475,Union,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
77,6743195326,359000,,0,,3.0,multi_family,2265.0,1601.0,1942.0,639 Cora Pl,07065,NJ,Rahway,"['central_air', 'community_outdoor_space', 'cul_de_sac', 'den_or_office', 'family_room', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'updated_kitchen', 'rental_property']",40.623484,-74.273155,Union,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
78,6400040928,574999,6.0,4,2.0,2.0,multi_family,4356.0,2752.0,1930.0,1287 Fulton St,07065,NJ,Rahway,"['forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",40.60478,-74.276819,Union,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
79,9473628344,725000,5.0,4,2.0,2.0,multi_family,4356.0,3500.0,2021.0,1128 New Brunswick Ave Unit 2,07065,NJ,Rahway,"['central_air', 'dining_room', 'hardwood_floors', 'new_construction', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'master_bathroom']",40.602332,-74.277628,Union,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,9426981125,850000,7.0,4,,2.0,multi_family,4356.0,3430.0,2018.0,1613 Fernote St,07065,NJ,Rahway,"['central_air', 'dining_room', 'forced_air', 'two_or_more_stories', 'rental_property', 'shopping']",40.614951,-74.283328,Union,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
81,5975642160,299500,1.0,1,1.0,,condos,,810.0,2008.0,1 Carriage City Plz Apt 1005,07065,NJ,Rahway,"['city_view', 'community_gym', 'dining_room', 'disability_features', 'dishwasher', 'hardwood_floors', 'pets_allowed', 'recreation_facilities', 'view', 'washer_dryer', 'garage_1_or_more', 'high_ceiling', 'shopping']",40.605988,-74.275583,Union,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
82,6433938903,330000,3.0,2,,1.0,single_family,6098.0,,1972.0,1775 Bond St,07065,NJ,Rahway,"['corner_lot', 'basement', 'single_story', 'fenced_yard', 'master_bedroom', 'farm', 'ranch']",40.607378,-74.266946,Union,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
